id,owner,created,modified,title,type,description,tags,snippet,categories,accessInformation,licenseInfo,culture,url,access,license,source,extent,industries
"be0fa22fdeb94966b536cf5efca1d86e","MD_Apps","Tue, 18 Jul 2017 17:08:53 GMT","Fri, 29 Dec 2023 14:17:29 GMT","Water & Sewer Projects","Web Mapping Application","iWASD Projects locates water and sewer infrastructure projects and provides project related information. Additional tools include the ability to decide which projects to display, measure distances, generate a map, and make notations. For
feedback or suggestions please contact us at WASDPIO@miamidade.gov","Florida,Miami-Dade County,MDC,County Government,Local Government,Public Projects,GIS Maps & Apps,iWASD,Projects,Production,Water and Sewer","Research Miami-Dade Water and Sewer projects and related information.","/Categories/Production Content,/Categories/Source Department/Water and Sewer","Miami-Dade County (ITD/WASD/GIS)","For Public Use Miami-Dade County provides this website as a public service to its residents and visitors. The county is continually editing and updating the GIS data to improve positional accuracy and information. This information may not reflect the data currently on file at Miami-Dade County and the County assumes no liability for any errors, omissions, or inaccuracies in the information provided or for any decision made, action taken or not taken by the user in the reliance upon any information provided herein. Legal Disclaimer: The Miami-Dade County provides the data for use ""as is."" The areas depicted by this map/data are approximate, and are not accurate to surveying or engineering standards.  The maps/data shown here are for illustration purposes only and are not suitable for site-specific decision making.  Information found here should not be used for making financial or any other commitments. The Miami-Dade County provides this information with the understanding that it is not guaranteed to be accurate, correct or complete and conclusions drawn from such information are the responsibility of the user.  While every effort has been made to ensure the accuracy, correctness and timeliness of materials presented, the Miami-Dade County assumes no responsibility for errors or omissions, even if the Miami-Dade County is advised of the possibility of such damage.","en-us","https://gisweb.miamidade.gov/iWASDProjects/","public","custom","Miami-Dade County, Florida","",""
"c73997c9a9c84d5697015ef7cf5b6e63","MDPublisher","Tue, 05 Jun 2018 13:10:11 GMT","Wed, 22 May 2024 11:31:09 GMT","Environmentally Endangered Land Site","Feature Service","A polygon feature class of Environmentally Endangered Land (EEL) sites within Miami-Dade County. Updated: Annually The data was created using: Projected Coordinate System: WGS_1984_Web_Mercator_Auxiliary_Sphere Projection: Mercator_Auxiliary_Sphere","Florida,Miami-Dade County,MDC,County Government,Local Government,WGS84,Environment,Environmentally Endangered Land Site,,RER,Regulatory and Economic Resources,,Resiliency","A polygon feature class of Environmentally Endangered Land (EEL) sites within Miami-Dade County.","","Miami-Dade County GIS Technical Support Group","Miami-Dade County provides this data for use ""as is"". The areas depicted by this map/data are approximate, and are not accurate to surveying or engineering standards. The maps/data shown here are for illustration purposes only and are not suitable for site-specific decision making. Information found here should not be used for making financial or any other commitments. Miami-Dade County provides this information with the understanding that it is not guaranteed to be accurate, correct or complete and conclusions drawn from such information are the sole responsibility of the user. While every effort has been made to ensure the accuracy, correctness and timeliness of materials presented, Miami-Dade County assumes no responsibility for errors or omissions, even if Miami-Dade County is advised of the possibility of such damage.","english (united states)","https://services.arcgis.com/8Pc9XBTAsYuxx9Ny/arcgis/rest/services/EELSite_gdb/FeatureServer","public","custom","Miami-Dade County, Florida","-80.55807240488986,25.23569008445,-80.13658337034931,25.97306246686681",""
"ca3ac43b5ecf4e84a3426a2eea541232","MDPublisher","Wed, 06 Jun 2018 00:29:06 GMT","Wed, 10 Aug 2022 17:00:44 GMT","Recycling Zone","Feature Service","This curbside recycling zones boundaries layer is a polygon feature class created for the Miami-Dade Department of Solid Waste Management (DSWM). It contains the boundaries of the curbside recycling zone boundaries. Its extent covers the areas included in the DSWM Service Area and the in municipalities having Interlocal Agreements with DSWM. Updated: Annually The data was created using: Projected Coordinate System: WGS_1984_Web_Mercator_Auxiliary_Sphere Projection: Mercator_Auxiliary_Sphere","Florida,Miami-Dade County,MDC,County Government,Local Government,WGS84,Infrastructure,Recycling Zone,Garbage,PWWM,Transportation and Public Works,Public Works","A polygon feature class that contains the boundaries of the curbside recycling zone boundaries.","","Miami-Dade County GIS Technical Support Group","Miami-Dade County provides this data for use ""as is"". The areas depicted by this map/data are approximate, and are not accurate to surveying or engineering standards. The maps/data shown here are for illustration purposes only and are not suitable for site-specific decision making. Information found here should not be used for making financial or any other commitments. Miami-Dade County provides this information with the understanding that it is not guaranteed to be accurate, correct or complete and conclusions drawn from such information are the sole responsibility of the user. While every effort has been made to ensure the accuracy, correctness and timeliness of materials presented, Miami-Dade County assumes no responsibility for errors or omissions, even if Miami-Dade County is advised of the possibility of such damage.","english (united states)","https://services.arcgis.com/8Pc9XBTAsYuxx9Ny/arcgis/rest/services/RecyclingZone_gdb/FeatureServer","public","custom","Miami-Dade County, Florida","-80.59048364998527,25.235692044396696,-80.11874411609251,25.9745979078152",""
"c9ee967c6d684938b11fd6cdaef5173f","MDPublisher","Mon, 11 Feb 2019 20:39:39 GMT","Mon, 17 May 2021 11:42:26 GMT","Geo Prop Name","Feature Service","Is an auxiliary table for the Geo Prop feature class to illustrate detailed information about the property. It lists all streets and corresponding house number range under each property. There is a Folio field to relate to GeoProp feature class. Updated: Weekly-Sat The data was created using: Projected Coordinate System: WGS_1984_Web_Mercator_Auxiliary_Sphere Projection: Mercator_Auxiliary_Sphere","Florida,Miami-Dade County,MDC,County Government,Local Government,WGS84,Property,Geo Prop Name,,ITD,Information Technology Department","Is an auxiliary table for the Geo Prop feature class to illustrate detailed information about the property.","","Miami-Dade County GIS Technical Support Group","Miami-Dade County provides this data for use ""as is"". The areas depicted by this map/data are approximate, and are not accurate to surveying or engineering standards. The maps/data shown here are for illustration purposes only and are not suitable for site-specific decision making. Information found here should not be used for making financial or any other commitments. Miami-Dade County provides this information with the understanding that it is not guaranteed to be accurate, correct or complete and conclusions drawn from such information are the sole responsibility of the user. While every effort has been made to ensure the accuracy, correctness and timeliness of materials presented, Miami-Dade County assumes no responsibility for errors or omissions, even if Miami-Dade County is advised of the possibility of such damage.","en-us","https://services.arcgis.com/8Pc9XBTAsYuxx9Ny/arcgis/rest/services/GeoPropName/FeatureServer","public","custom","Miami-Dade County, Florida","",""
"ca0d297ac3bc4cb8a0781c1ee6c06872","MDPublisher","Mon, 17 Sep 2018 12:15:34 GMT","Wed, 25 Sep 2024 18:49:19 GMT","Urban Center Polygon","Feature Service","A polygon feature class of the Urban Center boundaries within Miami-Dade County. To identify the boundary of urban centers within Miami-Dade County for mapping, application and analysis purposes. Updated: Annually The data was created using: Projected Coordinate System: WGS_1984_Web_Mercator_Auxiliary_Sphere Projection: Mercator_Auxiliary_Sphere","Florida,Miami-Dade County,MDC,County Government,Local Government,WGS84,Planning,Urban Center Polygon,,RER,Regulatory and Economic Resources","A polygon feature class of the Urban Center boundaries within Miami-Dade County.","","Miami-Dade County GIS Technical Support Group","Miami-Dade County provides this data for use ""as is"". The areas depicted by this map/data are approximate, and are not accurate to surveying or engineering standards. The maps/data shown here are for illustration purposes only and are not suitable for site-specific decision making. Information found here should not be used for making financial or any other commitments. Miami-Dade County provides this information with the understanding that it is not guaranteed to be accurate, correct or complete and conclusions drawn from such information are the sole responsibility of the user. While every effort has been made to ensure the accuracy, correctness and timeliness of materials presented, Miami-Dade County assumes no responsibility for errors or omissions, even if Miami-Dade County is advised of the possibility of such damage.","english (united states)","https://services.arcgis.com/8Pc9XBTAsYuxx9Ny/arcgis/rest/services/UrbanCenterpoly_gdb/FeatureServer","public","custom","Miami-Dade County, Florida","-80.45453995232587,25.492084794505093,-80.14712646924094,25.968797128420864",""
"cdda6a9071794122bcbf8be8e0cec0bb","MD_Apps","Tue, 18 Jul 2017 17:03:15 GMT","Fri, 29 Dec 2023 13:34:31 GMT","Open Data Site","Web Mapping Application","We are pleased to share the County's publicly available GIS data with citizens, developers, communities and agencies with an interest in spatial data. Use this site to access and download the data in multiple formats. To learn more please contact the GIS Technical Support Group","Florida,Miami-Dade County,MDC,County Government,Local Government,Data & Services,GIS Maps & Apps,Production,Information Technology Department","Download or view public GIS layers in multiple formats.
","/Categories/Production Content,/Categories/Source Department/Information Technology Department","GIS Technical Support Group","For Public Use Legal Disclaimer: The Miami-Dade County provides the data for use ""as is."" The areas depicted by this map/data are approximate, and are not accurate to surveying or engineering standards.  The maps/data shown here are for illustration purposes only and are not suitable for site-specific decision making.  Information found here should not be used for making financial or any other commitments. The Miami-Dade County provides this information with the understanding that it is not guaranteed to be accurate, correct or complete and conclusions drawn from such information are the responsibility of the user.  While every effort has been made to ensure the accuracy, correctness and timeliness of materials presented, the Miami-Dade County assumes no responsibility for errors or omissions, even if the Miami-Dade County is advised of the possibility of such damage.","en-us","https://gis-mdc.opendata.arcgis.com/","public","custom","Miami-Dade County, Florida","",""
"e2b6fd88c28e4732938506d962a20759","MDPublisher","Wed, 24 May 2023 16:26:59 GMT","Wed, 24 May 2023 16:30:31 GMT","waste_accounts_new","Feature Service","","","","","","",,"https://services.arcgis.com/8Pc9XBTAsYuxx9Ny/arcgis/rest/services/waste_accounts_new/FeatureServer","public",,"Miami-Dade County, Florida","",""
"e5a32308f69e4a8bb53d757c8d435523","MDPublisher","Wed, 20 Jan 2021 21:50:08 GMT","Fri, 27 Aug 2021 15:31:07 GMT","PMT Element 2.1 - Jobs Housing Balance (map) (SNAP)","Web Map","","PMT,Performance Monitoring Toolkit,TPO,Florida,Miami-Dade County,MDC,County Government,Local Government,Snapshot","Jobs:Housing balance by block in Miami Dade County (snapshot)","","","","en-us",,"public",,"Miami-Dade County, Florida","-81.4712,25.0207,-79.4428,26.0923",""
"ce2c86da93de4edb9016c0a4f8aaeb35","MD_Apps","Tue, 06 Apr 2021 18:05:12 GMT","Tue, 16 Apr 2024 13:52:18 GMT","Biscayne Bay Report Card Methodology 2021 ","StoryMap","In May 2018, the Miami-Dade County Board of County Commissioners adopted a resolution directing the County to develop and implement an annual report card to evaluate the health of Biscayne Bay. The process for creating the report card included five major steps, with the first being to conceptualize both the kinds of information most relevant to the health of Biscayne Bay and how that information should be conveyed by way of graphics, maps, tables, and narrative descriptions. Three major categories of Biscayne Bay health were identified by the County that together provide a representative evaluation of the bay’s ecosystem health: Water Quality, Habitat, and Fisheries. Second, indicators for water quality, habitat, and fisheries were selected. Third, thresholds were established for each indicator based on criteria in scientific literature and through analysis of the County’s historical record of data. This process included developing a baseline level of health for the bay that will be used for comparison, year to year. Threshold ranges were established for each parameter and a red, yellow, or green “stop-light” score was ascribed to the parameter. Fourth, the “stop-light” scores were calculated and assigned based on 2020 values for each parameter as measured against the baseline. Fifth, and lastly, the annual Biscayne Bay Report Card will be provided to the Commission, disseminated at County events and will be made available online.","Biscayne Bay Report Card 2021,Biscayne Bay Report,Florida,Miami-Dade County,MDC,County Government,Local Government,Production,Regulatory and Economic Resources,Department of Regulatory and Economic Resources,Miami-Dade County - Department of Regulatory and Economic Resources","Our quality of life is dependent on clean water that will support and sustain our community needs as well as our environment and economy.","/Categories/Production Content,/Categories/Source Department/Regulatory and Economic Resources","Miami-Dade County GIS Technical Support","Miami-Dade County provides this website as a public service to its residents and visitors. The County is continually editing and updating GIS data to improve positional accuracy and information. No warranties, expressed or implied, are provided for the positional or thematic accuracy of the data herein, its use, or its interpretation. Although it is periodically updated, this information may not reflect the data currently on file at Miami-Dade County and the County assumes no liability either for any errors, omissions, or inaccuracies in the information provided regardless of the cause of such or for any decision made, action taken, or action not taken by the user in reliance upon any information provided herein. Some of the GIS datasets presented in this website are available for free download. Please visit our GIS Self Service website for more information.","en-us","https://storymaps.arcgis.com/stories/ce2c86da93de4edb9016c0a4f8aaeb35","public","custom","Miami-Dade County, Florida","",""
"e591a29f9b9b4bd3acccf2c52217cc91","MDPublisher","Tue, 05 Jun 2018 20:48:12 GMT","Mon, 06 May 2024 19:17:45 GMT","Municipal Police Station Polygon","Feature Service","A polygon feature class of Miami-Dade County Municipal Police Station boundaries. Updated: Annually The data was created using: Projected Coordinate System: WGS_1984_Web_Mercator_Auxiliary_Sphere Projection: Mercator_Auxiliary_Sphere","Florida,Miami-Dade County,MDC,County Government,Local Government,WGS84,Public Safety,Municipal Police Station Polygon,City,ITD,Information Technology Department","A polygon feature class of Miami-Dade County Municipal Police Station boundaries.","","Miami-Dade County GIS Technical Support Group","Miami-Dade County provides this data for use ""as is"". The areas depicted by this map/data are approximate, and are not accurate to surveying or engineering standards. The maps/data shown here are for illustration purposes only and are not suitable for site-specific decision making. Information found here should not be used for making financial or any other commitments. Miami-Dade County provides this information with the understanding that it is not guaranteed to be accurate, correct or complete and conclusions drawn from such information are the sole responsibility of the user. While every effort has been made to ensure the accuracy, correctness and timeliness of materials presented, Miami-Dade County assumes no responsibility for errors or omissions, even if Miami-Dade County is advised of the possibility of such damage.","english (united states)","https://services.arcgis.com/8Pc9XBTAsYuxx9Ny/arcgis/rest/services/MunicipalPoliceStationpoly_gdb/FeatureServer","public","custom","Miami-Dade County, Information Technology Department, GIS Technical Support","-80.79769684181379,25.447986127335117,-80.12128122884776,25.95744279781232",""
"dbe8e32049df428793afe8870408974d","MDPublisher","Fri, 03 Jan 2020 20:37:19 GMT","Wed, 15 Sep 2021 21:07:06 GMT","2018 Miami-Dade County DEM 5ft","Document Link","Bare-earth 5-foot DEM as 32-bit floating point raster format in ArcGIS GRID Raster format in compliance with USGS LIDAR Base Specifications: georeferencing information, delivered without overlap and with no edge artifacts or mismatched, “NODATA” value for void areas, bridges removed from the surface, etc. Download 5ft DEM / Download DEM Metadata","Miami-Dade County,WGS84,Planning,DEM 5Ft,DEM,MDC,County Government,Open Data,Local Government,ImageryHub","This is a Digital Elevation Model (DEM) as a raster mosaic in ESRI float format 32bit representation on a 5ft grid created from the LiDAR collected for the 2018 ITD LiDAR project.","","Miami-Dade County GIS Technical Support Group","Miami-Dade County provides this data for use ""as is"". The areas depicted by this map/data are approximate, and are not accurate to surveying or engineering standards. The maps/data shown here are for illustration purposes only and are not suitable for site-specific decision making. Information found here should not be used for making financial or any other commitments. Miami-Dade County provides this information with the understanding that it is not guaranteed to be accurate, correct or complete and conclusions drawn from such information are the sole responsibility of the user. While every effort has been made to ensure the accuracy, correctness and timeliness of materials presented, Miami-Dade County assumes no responsibility for errors or omissions, even if Miami-Dade County is advised of the possibility of such damage.","en-us","https://mdc.maps.arcgis.com/home/item.html?id=dbe8e32049df428793afe8870408974d","public","custom","Miami-Dade County, Florida","",""
"f0da11eff3ba4c00a2daad1f15298d7e","MDPublisher","Wed, 24 Mar 2021 18:57:26 GMT","Fri, 05 Nov 2021 17:00:38 GMT","PMT_Snapshot_feat_Service","Feature Service","Source: Layers within the feature service have
been generated from publicly available data sources including: Florida Dept. of Revenue (parcel data), OpenStreetMap (walking/biking networks),
Census data (ACS, LODES jobs, household/population, and commuting statistics), Miami-Dade County (parks, bike facilities, urban development boundary, etc.), Miami-Dade Department of Transportation and Public Works (public
transit ridership), the Southeast Florida Regional Planning Model (SERPM), and the National Land Cover Dataset (NLCD). The development of summarized indicators for reporting and visualizing data for analysis of Transit Oriented Communities in SMART Plan station areas and corridors is described in the TOC Tool Technical Guide.

Purpose: These layers are utilized for
visualization of data summaries for the most recent time period addressed by
the tool (2019). They are used in all Snapshot Dashboards to highlight
different aspects of Transit Oriented Communities.

Contact Information: Charles Rudder
(crudder@citiesthatwork.com)/ Alex Bell (abell@citiesthatwork.com)","PMT,Performance Monitoring Toolkit,TPO,Florida,Miami-Dade County,MDC,County Government,Local Government,Snapshot,unshareopendatagroup","Transit Oriented Communities. - Snapshot - features for visualization","","","Access and Use Constraints For Public Use Legal Disclaimer: Miami-Dade County provides the data for use ""as is"". The areas depicted in this map/data are approximate and are not accurate to surveying or engineering standards. The maps/data shown here are for illustration purposes only and are not suitable for site-specific decision making. Information found here should not be used for making financial or any other commitments. Miami-Dade County provides this information with the understanding that it is not guaranteed to be accurate, correct or complete and conclusions drawn from such information are the responsibility of the user. While every effort has been made to ensure the accuracy, correctness, and timeliness of materials presented, Miami-Dade County assumes no responsibility for errors or omissions, even if Miami-Dade County is advised of the possibility of such damage.","en-us","https://services.arcgis.com/8Pc9XBTAsYuxx9Ny/arcgis/rest/services/PMT_Snapshot_feat_Service/FeatureServer","public","custom","Miami-Dade County, Florida","-80.88935661969562,25.134436494085357,-80.02931862335303,26.988519448828225",""
"e6d717d24ca64976b4e165e92e58f473","MDPublisher","Wed, 06 Jun 2018 01:09:57 GMT","Thu, 21 Feb 2019 15:12:48 GMT","Urban Infill Area 1998 Polygon","Feature Service","An polygon feature class of the Urban Development Boundary(UDB) and Urban Expansion Area (UEA)'s within Miami-Dade County. These boundaries were adopted by the Board of County Commissioners (BCC) as per recommendation for the Comprehensive Development Master Plan amendment process, permitting of construction and assigning land use/ development capacity. It was also, designed for the LandUse Mapping Application (LUMA project). This layer is mainly used by the Department of Planning and Zoning (DP&Z) for mapping and analysis purposes (1998). Updated: Not Planned The data was created using: Projected Coordinate System: WGS_1984_Web_Mercator_Auxiliary_Sphere Projection: Mercator_Auxiliary_Sphere","Florida,Miami-Dade County,MDC,County Government,Local Government,WGS84,Planning,Urban Infill Area 1998 Polygon,RER,Regulatory and Economic Resources","An polygon feature class of the Urban Development Boundary(UDB) and Urban Expansion Area (UEA) within Miami-Dade County.","","Miami-Dade County GIS Technical Support Group","Miami-Dade County provides this data for use ""as is"". The areas depicted by this map/data are approximate, and are not accurate to surveying or engineering standards. The maps/data shown here are for illustration purposes only and are not suitable for site-specific decision making. Information found here should not be used for making financial or any other commitments. Miami-Dade County provides this information with the understanding that it is not guaranteed to be accurate, correct or complete and conclusions drawn from such information are the sole responsibility of the user. While every effort has been made to ensure the accuracy, correctness and timeliness of materials presented, Miami-Dade County assumes no responsibility for errors or omissions, even if Miami-Dade County is advised of the possibility of such damage.","english (united states)","https://services.arcgis.com/8Pc9XBTAsYuxx9Ny/arcgis/rest/services/UrbanInfillArea1998poly_gdb/FeatureServer","public","custom","Department of Planning and Zoning","-80.32512360126877,25.552191928551437,-80.11079212948447,25.97517302897751",""
"dd41b2fca18046ba971c44bc03308c78","MDPublisher","Wed, 10 Jul 2024 21:11:54 GMT","Mon, 26 Aug 2024 15:49:16 GMT","Low Income Housing Buildings Feature Layer","Feature Service","Low Income Gousing Buildings Public Housing Units","Florida,Miami-Dade County,MDC,County Government,Local Government,Data","Low Income Housing Buildings Feature Layer","","Miami-Dade County GIS Technical Support Group","Miami-Dade County provides this data for use ""as is"". The areas depicted by this map/data are approximate, and are not accurate to surveying or engineering standards. The maps/data shown here are for illustration purposes only and are not suitable for site-specific decision making. Information found here should not be used for making financial or any other commitments. Miami-Dade County provides this information with the understanding that it is not guaranteed to be accurate, correct or complete and conclusions drawn from such information are the sole responsibility of the user. While every effort has been made to ensure the accuracy, correctness and timeliness of materials presented, Miami-Dade County assumes no responsibility for errors or omissions, even if Miami-Dade County is advised of the possibility of such damage.","english (united states)","https://services.arcgis.com/8Pc9XBTAsYuxx9Ny/arcgis/rest/services/LowIncomeHousingBuildings_gdb/FeatureServer","public","custom","Miami-Dade Information Technology Department","-80.4971760654286,25.455379720404824,-80.19063765102487,25.967332905658797",""
"fb8303c577c24ea386a91be7329842be","MDPublisher","Tue, 05 Jun 2018 12:41:45 GMT","Tue, 26 Jul 2022 03:19:08 GMT","Commercial Property","Feature Service","A point feature class of Commercial Business locations within Miami-Dade County. Updated: Annually The data was created using: Projected Coordinate System: WGS_1984_Web_Mercator_Auxiliary_Sphere Projection: Mercator_Auxiliary_Sphere","Florida,Miami-Dade County,MDC,County Government,Local Government,WGS84,Location,Commercial Property,,ITD,Information Technology Department","A point feature class of Commercial Business locations within Miami-Dade County.","","Miami-Dade County GIS Technical Support Group","Miami-Dade County provides this data for use ""as is"". The areas depicted by this map/data are approximate, and are not accurate to surveying or engineering standards. The maps/data shown here are for illustration purposes only and are not suitable for site-specific decision making. Information found here should not be used for making financial or any other commitments. Miami-Dade County provides this information with the understanding that it is not guaranteed to be accurate, correct or complete and conclusions drawn from such information are the sole responsibility of the user. While every effort has been made to ensure the accuracy, correctness and timeliness of materials presented, Miami-Dade County assumes no responsibility for errors or omissions, even if Miami-Dade County is advised of the possibility of such damage.","english (united states)","https://services.arcgis.com/8Pc9XBTAsYuxx9Ny/arcgis/rest/services/CommercialProperty_gdb/FeatureServer","public","custom","Miami-Dade County, Florida","-80.63512041632863,25.307892560215105,-80.11999664787294,25.974363596173845",""
"058b7f4188c0434e8f64d6c5130823c2","MDPublisher","Tue, 05 Jun 2018 23:35:42 GMT","Wed, 28 Aug 2019 11:43:52 GMT","Prenatal Care 2010","Feature Service","A polygon feature class based on Zip Code boundaries showing the percentage of births in Miami-Dade County in 2010 with first trimester prenatal care. Updated: Not Planned The data was created using: Projected Coordinate System: WGS_1984_Web_Mercator_Auxiliary_Sphere Projection: Mercator_Auxiliary_Sphere","Florida,Miami-Dade County,MDC,County Government,Local Government,WGS84,Health,Prenatal Care 2010,Florida DOH,Florida Department of Health","A polygon feature class based on Zip Code boundaries showing the percentage of births in Miami-Dade County in 2010 with first trimester prenatal care.","","Miami-Dade County GIS Technical Support Group","Miami-Dade County provides this data for use ""as is"". The areas depicted by this map/data are approximate, and are not accurate to surveying or engineering standards. The maps/data shown here are for illustration purposes only and are not suitable for site-specific decision making. Information found here should not be used for making financial or any other commitments. Miami-Dade County provides this information with the understanding that it is not guaranteed to be accurate, correct or complete and conclusions drawn from such information are the sole responsibility of the user. While every effort has been made to ensure the accuracy, correctness and timeliness of materials presented, Miami-Dade County assumes no responsibility for errors or omissions, even if Miami-Dade County is advised of the possibility of such damage.","english (united states)","https://services.arcgis.com/8Pc9XBTAsYuxx9Ny/arcgis/rest/services/PrenatalCare2010_gdb/FeatureServer","public","custom","Miami-Dade County, Florida","-80.66969880752113,25.319648598558835,-80.11814577253625,25.975160108648545",""
"0842ca4d9a3042a8b978336ccc302579","MD_Apps","Thu, 14 Jun 2018 15:28:29 GMT","Fri, 29 Dec 2023 13:34:31 GMT","Government - Web App","Web Mapping Application","AGOL Web application that
displays the Miami-Dade Government information of a specified address within
Miami-Dade County. The Community Services - Government Web Application is
part of the Community Service application and contains the following
layers: Zip Codes, Municipality,
County Commission, Community Council, Community Council Sub Area and Township
Range Section.","Miami,Florida,Miami-Dade County,MDC,County Government,Local Government,Government,Council,Commission,Commissioner,Zip,Zip Code,Section,Township,Municipality,Municipalities,Production,Information Technology Department","Government website page that helps users locate and obtain information such as Zip Code, Municipality, County Commission, Community Council Sub Area and Township Range Section.

","/Categories/Production Content,/Categories/Source Department/Information Technology Department","","","en-us","https://mdc.maps.arcgis.com/apps/webappviewer/index.html?id=0842ca4d9a3042a8b978336ccc302579","public",,"Miami-Dade County, Florida","",""
"fe6f419e21264158b18eb77be9870d97","MDPublisher","Tue, 05 Jun 2018 20:50:20 GMT","Wed, 28 Aug 2019 11:42:39 GMT","Neighborhood Revitalization Area","Feature Service","A polygon feature class of the boundaries of Miami-Dade County's Neighborhood Revitalization Areas. This layer was created for the Office of Community & Economic Development to reflect low and moderate income areas where allocation of Community Block Designated Grant (CBDG) Federal funds are spent.  This layer is frequently being used by community planners in their planning functions and studies. On-going plans are prepared for these areas with the main focus being economic revitalization for the community. Updated: Annually The data was created using: Projected Coordinate System: WGS_1984_Web_Mercator_Auxiliary_Sphere Projection: Mercator_Auxiliary_Sphere","Florida,Miami-Dade County,MDC,County Government,Local Government,WGS84,Planning,Neighborhood Revitalization Area,Development,RER,Regulatory and Economic Resources","A polygon feature class of the boundaries of Miami-Dade County's Neighborhood Revitalization Areas.","","Miami-Dade County GIS Technical Support Group","Miami-Dade County provides this data for use ""as is"". The areas depicted by this map/data are approximate, and are not accurate to surveying or engineering standards. The maps/data shown here are for illustration purposes only and are not suitable for site-specific decision making. Information found here should not be used for making financial or any other commitments. Miami-Dade County provides this information with the understanding that it is not guaranteed to be accurate, correct or complete and conclusions drawn from such information are the sole responsibility of the user. While every effort has been made to ensure the accuracy, correctness and timeliness of materials presented, Miami-Dade County assumes no responsibility for errors or omissions, even if Miami-Dade County is advised of the possibility of such damage.","english (united states)","https://services.arcgis.com/8Pc9XBTAsYuxx9Ny/arcgis/rest/services/NeighborhoodRevitalizationArea_gdb/FeatureServer","public","custom","Miami-Dade County, Florida","-80.46186848477052,25.480979514982877,-80.15426167345667,25.928335859693483",""
"129a3962181743f9a042b5ce2a2857f1","MDPublisher","Tue, 23 Oct 2018 05:25:24 GMT","Wed, 02 Aug 2023 14:10:56 GMT","WASD Capital Improvement Project Story Map","Feature Service","A point feature class of WASD Capital Improvement Project Story Maps within Miami-Dade County. This layer was developed to geographically place Story Maps in the location corresponding to their associated Miami-Dade Water and Sewer (WASD) Capital Improvement Projects. Updated: Daily The data was created using: Projected Coordinate System: WGS_1984_Web_Mercator_Auxiliary_Sphere Projection: Mercator_Auxiliary_Sphere","Florida,Miami-Dade County,MDC,County Government,Local Government,WGS84,Infrastructure,WASD Capital Improvement Project Story Map,,ITD,Information Technology Department","A point feature class of WASD Capital Improvement Project Story Maps within Miami-Dade County.","","Miami-Dade County GIS Technical Support Group","Miami-Dade County provides this data for use ""as is"". The areas depicted by this map/data are approximate, and are not accurate to surveying or engineering standards. The maps/data shown here are for illustration purposes only and are not suitable for site-specific decision making. Information found here should not be used for making financial or any other commitments. Miami-Dade County provides this information with the understanding that it is not guaranteed to be accurate, correct or complete and conclusions drawn from such information are the sole responsibility of the user. While every effort has been made to ensure the accuracy, correctness and timeliness of materials presented, Miami-Dade County assumes no responsibility for errors or omissions, even if Miami-Dade County is advised of the possibility of such damage.","english (united states)","https://services.arcgis.com/8Pc9XBTAsYuxx9Ny/arcgis/rest/services/WASDCapitalImprvProjectStoryMap_gdb/FeatureServer","public","custom","MIAMI DADE WATER AND SEWER DEPARMENT IT\GIS Unit","-80.39439886425322,25.626896888621175,-80.14514069120311,25.91910609171042",""
"080eb2e659534d0788b3e36ca41c89c3","MDPublisher","Tue, 05 Jun 2018 12:43:58 GMT","Wed, 23 Aug 2023 12:00:26 GMT","Commissioner District Office","Feature Service","A point feature class of the Miami-Dade County Commissioner District Office locations. Only satellite district offices were included, main offices at the Stephen P. Clark Center were not included. Updated: Annually The data was created using: Projected Coordinate System: WGS_1984_Web_Mercator_Auxiliary_Sphere Projection: Mercator_Auxiliary_Sphere","Florida,Miami-Dade County,MDC,County Government,Local Government,WGS84,Electoral,Commissioner District Office,Commission,ITD,Information Technology Department","A point feature class of the Miami-Dade County Commissioner District Office locations. ","","Miami-Dade County GIS Technical Support Group","Miami-Dade County provides this data for use ""as is"". The areas depicted by this map/data are approximate, and are not accurate to surveying or engineering standards. The maps/data shown here are for illustration purposes only and are not suitable for site-specific decision making. Information found here should not be used for making financial or any other commitments. Miami-Dade County provides this information with the understanding that it is not guaranteed to be accurate, correct or complete and conclusions drawn from such information are the sole responsibility of the user. While every effort has been made to ensure the accuracy, correctness and timeliness of materials presented, Miami-Dade County assumes no responsibility for errors or omissions, even if Miami-Dade County is advised of the possibility of such damage.","english (united states)","https://services.arcgis.com/8Pc9XBTAsYuxx9Ny/arcgis/rest/services/CommissionerDistrictOffice_gdb/FeatureServer","public","custom","Miami-Dade County, Information Techology Dept","-80.48569382731475,25.462332564743235,-80.14406736883029,25.925572237623324",""
